goAcc,desc
GO:0097411,hypoxia-inducible factor-1alpha signaling pathway
GO:0097413,Lewy body
GO:0097421,liver regeneration
GO:0097428,protein maturation by iron-sulfur cluster transfer
GO:0097431,mitotic spindle pole
GO:0097433,dense body
GO:0097435,supramolecular fiber organization
GO:0097452,GAIT complex
GO:0097472,cyclin-dependent protein kinase activity
GO:0097502,mannosylation
GO:0097504,Gemini of coiled bodies
GO:0097505,Rad6-Rad18 complex
GO:0097517,contractile actin filament bundle
GO:0097525,spliceosomal snRNP complex
GO:0097526,spliceosomal tri-snRNP complex
GO:0097542,ciliary tip
GO:0097546,ciliary base
GO:0097549,chromatin organization involved in negative regulation of transcription
GO:0097550,transcription preinitiation complex
GO:0097573,glutathione oxidoreductase activity
GO:0097602,cullin family protein binding
GO:0097603,temperature-gated ion channel activity
GO:0097659,nucleic acid-templated transcription
GO:0097677,STAT family protein binding
GO:0097708,intracellular vesicle
GO:0097718,disordered domain specific binding
GO:0097720,calcineurin-mediated signaling
GO:0097722,sperm motility
GO:0097723,amoeboid sperm motility
GO:0097729,9+2 motile cilium
GO:0097730,non-motile cilium
GO:0097731,9+0 non-motile cilium
GO:0097746,blood vessel diameter maintenance
GO:0098502,DNA dephosphorylation
GO:0098506,polynucleotide 3' dephosphorylation
GO:0098507,polynucleotide 5' dephosphorylation
GO:0098529,"neuromuscular junction development, skeletal muscle fiber"
GO:0098542,defense response to other organism
GO:0098553,lumenal side of endoplasmic reticulum membrane
GO:0098554,cytoplasmic side of endoplasmic reticulum membrane
GO:0098556,cytoplasmic side of rough endoplasmic reticulum membrane
GO:0098562,cytoplasmic side of membrane
GO:0098573,intrinsic component of mitochondrial membrane
GO:0098588,bounding membrane of organelle
GO:0098590,plasma membrane region
GO:0098592,cytoplasmic side of apical plasma membrane
GO:0098609,cell-cell adhesion
GO:0098621,phosphoseryl-selenocysteinyl-tRNA selenium transferase activity
GO:0098655,cation transmembrane transport
GO:0098656,anion transmembrane transport
GO:0098657,import into cell
GO:0098659,inorganic cation import across plasma membrane
GO:0098660,inorganic ion transmembrane transport
GO:0098703,calcium ion import across plasma membrane
GO:0098734,macromolecule depalmitoylation
GO:0098739,import across plasma membrane
GO:0098754,detoxification
GO:0098772,molecular function regulator
GO:0098781,ncRNA transcription
GO:0098791,Golgi apparatus subcompartment
GO:0098793,presynapse
GO:0098794,postsynapse
GO:0098796,membrane protein complex
GO:0098797,plasma membrane protein complex
GO:0098798,mitochondrial protein-containing complex
GO:0098808,mRNA cap binding
GO:0098813,nuclear chromosome segregation
GO:0098827,endoplasmic reticulum subcompartment
GO:0098849,cellular detoxification of cadmium ion
GO:0098852,lytic vacuole membrane
GO:0098856,intestinal lipid absorption
GO:0098858,actin-based cell projection
GO:0098869,cellular oxidant detoxification
GO:0098876,vesicle-mediated transport to the plasma membrane
GO:0098927,vesicle-mediated transport between endosomal compartments
GO:0098953,receptor diffusion trapping
GO:0098978,glutamatergic synapse
GO:0099004,calmodulin dependent kinase signaling pathway
GO:0099023,vesicle tethering complex
GO:0099024,plasma membrane invagination
GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels
GO:0099079,actin body
GO:0099080,supramolecular complex
GO:0099094,ligand-gated cation channel activity
GO:0099115,"chromosome, subtelomeric region"
GO:0099116,tRNA 5'-end processing
GO:0099120,socially cooperative development
GO:0099122,RNA polymerase II C-terminal domain binding
GO:0099139,cheating during chimeric sorocarp development
GO:0099402,plant organ development
GO:0099503,secretory vesicle
GO:0099512,supramolecular fiber
GO:0099513,polymeric cytoskeletal fiber
GO:0099515,actin filament-based transport
GO:0099518,vesicle cytoskeletal trafficking
GO:0099634,postsynaptic specialization membrane
GO:0099738,cell cortex region
GO:0101003,ficolin-1-rich granule membrane
GO:0101006,protein histidine phosphatase activity
GO:0101030,tRNA-guanine transglycosylation
GO:0101031,chaperone complex
GO:0102028,cystathionine gamma-synthase activity (acts on O-phosphohomoserine)
GO:0102040,fumarate reductase (menaquinone)
GO:0102043,isopentenyl phosphate kinase activity
GO:0102092,5-diphosphoinositol pentakisphosphate 3-kinase activity
GO:0102098,D-galacturonate reductase activity
GO:0102121,ceramidase activity
GO:0102131,3-oxo-glutaryl-[acp] methyl ester reductase activity
GO:0102132,3-oxo-pimeloyl-[acp] methyl ester reductase activity
GO:0102148,N-acetyl-beta-D-galactosaminidase activity
GO:0102158,very-long-chain 3-hydroxyacyl-CoA dehydratase activity
GO:0102193,protein-ribulosamine 3-kinase activity
GO:0102264,tRNA-dihydrouridine20 synthase activity
GO:0102294,cholesterol dehydrogenase activity
GO:0102306,benzil reductase [(S)-benzoin-forming] activity
GO:0102336,3-oxo-arachidoyl-CoA synthase activity
GO:0102337,3-oxo-cerotoyl-CoA synthase activity
GO:0102338,3-oxo-lignoceronyl-CoA synthase activity
GO:0102343,3-hydroxy-arachidoyl-CoA dehydratase activity
GO:0102344,3-hydroxy-behenoyl-CoA dehydratase activity
GO:0102345,3-hydroxy-lignoceroyl-CoA dehydratase activity
GO:0102355,2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonase activity
GO:0102420,sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity
GO:0102480,5-fluorocytosine deaminase activity
GO:0102521,tRNA-4-demethylwyosine synthase activity
GO:0102545,phosphatidyl phospholipase B activity
GO:0102552,lipoyl synthase activity (acting on glycine-cleavage complex H protein
GO:0102553,lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein)
GO:0102555,octanoyl transferase activity (acting on glycine-cleavage complex H protein)
GO:0102559,protein-(glutamine-N5) methyltransferase activity
GO:0102567,"phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)"
GO:0102568,"phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)"
GO:0102662,"malonate-semialdehyde dehydrogenase (acetylating, NAD+) activity"
GO:0102704,"GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity"
GO:0102721,ubiquinol:oxygen oxidoreductase activity
GO:0102751,UDP-alpha-D-glucose:glucosyl-glycogenin alpha-D-glucosyltransferase activity
GO:0102756,very-long-chain 3-ketoacyl-CoA synthase activity
GO:0102773,dihydroceramide kinase activity
GO:0102965,alcohol-forming fatty acyl-CoA reductase activity
GO:0102991,myristoyl-CoA hydrolase activity
GO:0103023,ITPase activity
GO:0103045,methione N-acyltransferase activity
GO:0103066,4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-oxidoreductase (decarboxylating) activity
GO:0103067,4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-dehydrogenase (decarboxylating) activity
GO:0103118,UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase activity
GO:0104004,cellular response to environmental stimulus
GO:0106004,tRNA (guanine-N7)-methylation
GO:0106005,RNA 5'-cap (guanine-N7)-methylation
GO:0106008,2-oxoglutaramate amidase activity
GO:0106018,"phosphatidylinositol-3,5-bisphosphate phosphatase activity"
GO:0106019,"phosphatidylinositol-4,5-bisphosphate phosphatase activity"
GO:0106026,Gly-tRNA(Ala) hydrolase activity
GO:0106029,tRNA pseudouridine synthase activity
GO:0106034,protein maturation by [2Fe-2S] cluster transfer
GO:0106035,protein maturation by [4Fe-4S] cluster transfer
GO:0106048,spermidine deacetylation
GO:0106057,negative regulation of calcineurin-mediated signaling
GO:0106074,aminoacyl-tRNA metabolism involved in translational fidelity
GO:0106097,cellular response to ceramide
GO:0106159,regulation of small RNA loading onto RISC
GO:0106211,"inositol-5-diphosphate-1,3,4,6-tetrakisphosphate diphosphatase activity"
GO:0106214,regulation of vesicle fusion with Golgi apparatus
GO:0106245,L-serine-phosphatidylethanolamine phosphatidyltransferase activity
GO:0106247,negative regulation of poly(A)-specific ribonuclease activity
GO:0106248,positive regulation of poly(A)-specific ribonuclease activity
GO:0106257,glycerol-3-phosphate dehydrogenase [NADP+] activity
GO:0106294,"NADPH oxidase H202-forming activity"
GO:0106300,protein-DNA covalent cross-linking repair
GO:0106306,protein serine phosphatase activity
GO:0106307,protein threonine phosphatase activity
GO:0106310,protein serine kinase activity
GO:0106311,protein threonine kinase activity
GO:0106312,methylenetetrahydrofolate reductase NADH activity
GO:0106313,methylenetetrahydrofolate reductase NADPH activity
GO:0106321,S-(hydroxymethyl)glutathione dehydrogenase NADP activity
GO:0106322,S-(hydroxymethyl)glutathione dehydrogenase NAD activity
GO:0106335,tRNA (carboxymethyluridine(34)-5-O)-methyltransferase activity
GO:0106364,4-hydroxy-3-all-trans-hexaprenylbenzoate oxygenase activity
GO:0106370,protein-L-histidine N-pros-methyltransferase activity
GO:0110045,"negative regulation of cell cycle switching, mitotic to meiotic cell cycle"
GO:0110051,metabolite repair
GO:0110055,negative regulation of actin filament annealing
GO:0110085,mitotic actomyosin contractile ring
GO:0110094,polyphosphate-mediated signaling
GO:0110095,cellular detoxification of aldehyde
GO:0110102,ribulose bisphosphate carboxylase complex assembly
GO:0110136,protein-RNA complex remodeling
GO:0110141,L-glutamate import into mitochondrion
GO:0110155,"NAD-cap decapping"
GO:0110156,methylguanosine-cap decapping
GO:0120009,intermembrane lipid transfer
GO:0120013,lipid transfer activity
GO:0120020,cholesterol transfer activity
GO:0120025,plasma membrane bounded cell projection
GO:0120029,proton export across plasma membrane
GO:0120036,plasma membrane bounded cell projection organization
GO:0120044,stereocilium base
GO:0120095,vacuole-isolation membrane contact site
GO:0120104,"mitotic actomyosin contractile ring, proximal layer"
GO:0120105,"mitotic actomyosin contractile ring, intermediate layer"
GO:0120110,interphase mitotic telomere clustering
GO:0120113,cytoplasm to vacuole transport by the NVT pathway
GO:0120114,Sm-like protein family complex
GO:0120115,Lsm2-8 complex
GO:0120162,positive regulation of cold-induced thermogenesis
GO:0120170,intraciliary transport particle B binding
GO:0120171,Cdc24p-Far1p-Gbetagamma complex
GO:0120177,negative regulation of torso signaling pathway
GO:0120186,negative regulation of protein localization to chromatin
GO:0120197,mucociliary clearance
GO:0120199,cone photoreceptor outer segment
GO:0120222,regulation of blastocyst development
GO:0120235,"regulation of posttranslational protein targeting to membrane, translocation"
GO:0120254,olefinic compound metabolic process
GO:0120263,positive regulation of heterochromatin organization
GO:0120270,"regulation of nuclear-transcribed mRNA catabolic process, meiosis-specific transcripts"
GO:0120290,stalled replication fork localization to nuclear periphery
GO:0120293,dynein axonemal particle
GO:0120316,sperm flagellum assembly
GO:0140013,meiotic nuclear division
GO:0140014,mitotic nuclear division
GO:0140018,regulation of cytoplasmic translational fidelity
GO:0140021,mitochondrial ADP transmembrane transport
GO:0140033,acetylation-dependent protein binding
GO:0140034,methylation-dependent protein binding
GO:0140042,lipid droplet formation
GO:0140053,mitochondrial gene expression
GO:0140056,organelle localization by membrane tethering
GO:0140064,peptide crotonyltransferase activity
GO:0140078,class I DNA-(apurinic or apyrimidinic site) endonuclease activity
GO:0140096,"catalytic activity, acting on a protein"
GO:0140097,"catalytic activity, acting on DNA"
GO:0140098,"catalytic activity, acting on RNA"
GO:0140101,"catalytic activity, acting on a tRNA"
GO:0140102,"catalytic activity, acting on a rRNA"
GO:0140103,"catalytic activity, acting on a glycoprotein"
GO:0140115,export across plasma membrane
GO:0140132,iron-sulfur cluster carrier activity
GO:0140199,negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process
GO:0140212,regulation of long-chain fatty acid import into cell
GO:0140220,pathogen-containing vacuole
GO:0140223,general transcription initiation factor activity
GO:0140238,presynaptic endocytosis
GO:0140253,cell-cell fusion
GO:0140274,repair of kinetochore microtubule attachment defect
GO:0140280,negative regulation of mitotic division septum assembly
GO:0140281,positive regulation of mitotic division septum assembly
GO:0140294,"NAD DNA ADP-ribosyltransferase activity"
GO:0140297,DNA-binding transcription factor binding
GO:0140299,small molecule sensor activity
GO:0140300,serine import into mitochondrion
GO:0140312,cargo adaptor activity
GO:0140318,protein transporter activity
GO:0140326,ATPase-coupled intramembrane lipid transporter activity
GO:0140352,export from cell
GO:0140358,P-type transmembrane transporter activity
GO:0140359,ABC-type transporter activity
GO:0140374,antiviral innate immune response
GO:0140429,positive regulation of mitotic sister chromatid biorientation
GO:0140439,protein-cysteine S-stearoyltransferase activity
GO:0140445,"chromosome, telomeric repeat region"
GO:0140447,cytokine precursor processing
