From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)
GBG35157.1	A0A2R5GWF3	unreviewed	A0A2R5GWF3_9STRA	Guanine nucleotide-binding protein subunit beta-like protein	FCC1311_113802	Hondaea fermentalgiana	657		FCC1311_113802		
GBG35158.1	A0A2R5GZB0	unreviewed	A0A2R5GZB0_9STRA	TIR domain-containing protein	FCC1311_113812	Hondaea fermentalgiana	291		FCC1311_113812		
GBG35159.1	A0A2R5GXV7	unreviewed	A0A2R5GXV7_9STRA	Long-chain-fatty-acid--CoA ligase ACSBG2	FCC1311_113822	Hondaea fermentalgiana	317		FCC1311_113822		
GBG35160.1	A0A2R5GWF2	unreviewed	A0A2R5GWF2_9STRA	Dehydrogenase/reductase SDR family protein 7-like	FCC1311_113832	Hondaea fermentalgiana	316		FCC1311_113832		
GBG35161.1	A0A2R5H2T7	unreviewed	A0A2R5H2T7_9STRA	Vegetative incompatibility protein HET-E-1	FCC1311_113842	Hondaea fermentalgiana	458		FCC1311_113842		
GBG35162.1	A0A2R5GWF0	unreviewed	A0A2R5GWF0_9STRA	Nucleotide-binding oligomerization domain-containing protein 1	FCC1311_113852	Hondaea fermentalgiana	186		FCC1311_113852		
GBG35163.1	A0A2R5H243	unreviewed	A0A2R5H243_9STRA	Nuclear distribution protein PAC1-1	FCC1311_113862	Hondaea fermentalgiana	666		FCC1311_113862		
GBG35164.1	A0A2R5H3Z4	unreviewed	A0A2R5H3Z4_9STRA	Leucine-rich repeat serine/threonine-protein kinase 1	FCC1311_113872	Hondaea fermentalgiana	499		FCC1311_113872		
GBG35165.1	A0A2R5GX61	unreviewed	A0A2R5GX61_9STRA	WD repeat-containing protein pop2	FCC1311_113882	Hondaea fermentalgiana	708		FCC1311_113882		
GBG35166.1	A0A2R5GWE9	unreviewed	A0A2R5GWE9_9STRA	Protein ALP1-like	FCC1311_113892	Hondaea fermentalgiana	300		FCC1311_113892		
GBG35167.1	A0A2R5GWG2	unreviewed	A0A2R5GWG2_9STRA	CULLIN_2 domain-containing protein	FCC1311_113902	Hondaea fermentalgiana	322		FCC1311_113902		
GBG35169.1	A0A2R5GXW8	unreviewed	A0A2R5GXW8_9STRA	Molybdate ABC transporter ATP-binding protein	FCC1311_113922	Hondaea fermentalgiana	158		FCC1311_113922		
GBG35168.1	A0A2R5GZC3	unreviewed	A0A2R5GZC3_9STRA	Uncharacterized protein	FCC1311_113912	Hondaea fermentalgiana	100		FCC1311_113912		
GBG35170.1	A0A2R5GWG3	unreviewed	A0A2R5GWG3_9STRA	Protein kinase, putative	FCC1311_113932	Hondaea fermentalgiana	726		FCC1311_113932		
GBG35171.1	A0A2R5H2V1	unreviewed	A0A2R5H2V1_9STRA	Autotransporter domain-containing protein	FCC1311_113942	Hondaea fermentalgiana	711		FCC1311_113942		
GBG35172.1	A0A2R5GWG0	unreviewed	A0A2R5GWG0_9STRA	Uncharacterized protein	FCC1311_113952	Hondaea fermentalgiana	116		FCC1311_113952		
GBG35173.1	A0A2R5H253	unreviewed	A0A2R5H253_9STRA	Transposon Ty1-DR3 Gag-Pol polyprotein	FCC1311_113962	Hondaea fermentalgiana	612		FCC1311_113962		
GBG35174.1	A0A2R5H402	unreviewed	A0A2R5H402_9STRA	NACHT, LRR and PYD domains-containing protein 2	FCC1311_113972	Hondaea fermentalgiana	161		FCC1311_113972		
GBG35175.1	A0A2R5GX70	unreviewed	A0A2R5GX70_9STRA	Autotransporter domain-containing protein	FCC1311_113982	Hondaea fermentalgiana	700		FCC1311_113982		
GBG35176.1	A0A2R5GWF9	unreviewed	A0A2R5GWF9_9STRA	Guanine nucleotide-binding protein subunit beta-like protein	FCC1311_113992	Hondaea fermentalgiana	262		FCC1311_113992		
GBG35177.1	A0A2R5GWH0	unreviewed	A0A2R5GWH0_9STRA	Nucleotide-binding oligomerization domain-containing protein 2	FCC1311_114002	Hondaea fermentalgiana	157		FCC1311_114002		
GBG35178.1	A0A2R5GZD3	unreviewed	A0A2R5GZD3_9STRA	NACHT, LRR and PYD domains-containing protein 1	FCC1311_114012	Hondaea fermentalgiana	412		FCC1311_114012		
GBG35179.1	A0A2R5GXX8	unreviewed	A0A2R5GXX8_9STRA	Ankyrin repeat and protein kinase domain-containing protein 1	FCC1311_114022	Hondaea fermentalgiana	361		FCC1311_114022		
GBG35180.1	A0A2R5GWH4	unreviewed	A0A2R5GWH4_9STRA	Inositol-pentakisphosphate 2-kinase	FCC1311_114032	Hondaea fermentalgiana	915		FCC1311_114032		
GBG35181.1	A0A2R5H2W1	unreviewed	A0A2R5H2W1_9STRA	Response regulatory domain-containing protein	FCC1311_114042	Hondaea fermentalgiana	198		FCC1311_114042		
GBG35182.1	A0A2R5GWG7	unreviewed	A0A2R5GWG7_9STRA	Response regulatory domain-containing protein	FCC1311_114052	Hondaea fermentalgiana	152		FCC1311_114052		
GBG35183.1	A0A2R5H261	unreviewed	A0A2R5H261_9STRA	Ras-related protein Rab-27A	FCC1311_114062	Hondaea fermentalgiana	646		FCC1311_114062		
GBG35184.1	A0A2R5H409	unreviewed	A0A2R5H409_9STRA	TIR domain-containing protein	FCC1311_114072	Hondaea fermentalgiana	368		FCC1311_114072		
GBG35185.1	A0A2R5GX80	unreviewed	A0A2R5GX80_9STRA	Nucleotide-binding oligomerization domain-containing protein 1	FCC1311_114082	Hondaea fermentalgiana	251		FCC1311_114082		
GBG35186.1	A0A2R5GWG9	unreviewed	A0A2R5GWG9_9STRA	ABC transporter G family member 31	FCC1311_114092	Hondaea fermentalgiana	627		FCC1311_114092		
GBG35187.1	A0A2R5GWH7	unreviewed	A0A2R5GWH7_9STRA	Retrotransposon protein	FCC1311_114102	Hondaea fermentalgiana	412		FCC1311_114102		
GBG35188.1	A0A2R5GZE3	unreviewed	A0A2R5GZE3_9STRA	Kinesin light chain	FCC1311_114112	Hondaea fermentalgiana	405		FCC1311_114112		
GBG35189.1	A0A2R5GXZ0	unreviewed	A0A2R5GXZ0_9STRA	VHS domain-containing protein	FCC1311_114122	Hondaea fermentalgiana	345		FCC1311_114122		
GBG35190.1	A0A2R5GWI4	unreviewed	A0A2R5GWI4_9STRA	Uncharacterized protein	FCC1311_114132	Hondaea fermentalgiana	217		FCC1311_114132		
GBG35191.1	A0A2R5H2W8	unreviewed	A0A2R5H2W8_9STRA	Ankyrin repeat domain-containing protein 1	FCC1311_114142	Hondaea fermentalgiana	480		FCC1311_114142		
GBG35192.1	A0A2R5GWI1	unreviewed	A0A2R5GWI1_9STRA	Ephrin_rec_like domain-containing protein	FCC1311_114152	Hondaea fermentalgiana	597		FCC1311_114152		
GBG35193.1	A0A2R5H268	unreviewed	A0A2R5H268_9STRA	Hint_2 domain-containing protein	FCC1311_114162	Hondaea fermentalgiana	602		FCC1311_114162		
GBG35195.1	A0A2R5GX90	unreviewed	A0A2R5GX90_9STRA	Protein kinase, putative	FCC1311_114182	Hondaea fermentalgiana	308		FCC1311_114182		
GBG35194.1	A0A2R5H417	unreviewed	A0A2R5H417_9STRA	Secreted protein	FCC1311_114172	Hondaea fermentalgiana	77		FCC1311_114172		
GBG35196.1	A0A2R5GWH8	unreviewed	A0A2R5GWH8_9STRA	Serine/threonine-protein kinase pim-1	FCC1311_114192	Hondaea fermentalgiana	525		FCC1311_114192		
GBG35197.1	A0A2R5GWI7	unreviewed	A0A2R5GWI7_9STRA	Protein kinase, putative	FCC1311_114202	Hondaea fermentalgiana	364		FCC1311_114202		
GBG35198.1	A0A2R5GZF6	unreviewed	A0A2R5GZF6_9STRA	DUF4378 domain-containing protein	FCC1311_114212	Hondaea fermentalgiana	203		FCC1311_114212		
GBG35199.1	A0A2R5GY00	unreviewed	A0A2R5GY00_9STRA	SRCR domain-containing protein	FCC1311_114222	Hondaea fermentalgiana	224		FCC1311_114222		
GBG35200.1	A0A2R5GWJ4	unreviewed	A0A2R5GWJ4_9STRA	REJ domain-containing protein	FCC1311_114232	Hondaea fermentalgiana	577		FCC1311_114232		
GBG35204.1	A0A2R5H427	unreviewed	A0A2R5H427_9STRA	Charged multivesicular body protein 6	FCC1311_114272	Hondaea fermentalgiana	179		FCC1311_114272		
GBG35203.1	A0A2R5H278	unreviewed	A0A2R5H278_9STRA	FBD domain-containing protein	FCC1311_114262	Hondaea fermentalgiana	122		FCC1311_114262		
GBG35202.1	A0A2R5GWJ2	unreviewed	A0A2R5GWJ2_9STRA	Phytase-like domain-containing protein	FCC1311_114252	Hondaea fermentalgiana	320		FCC1311_114252		
GBG35201.1	A0A2R5H2X7	unreviewed	A0A2R5H2X7_9STRA	Uncharacterized protein	FCC1311_114242	Hondaea fermentalgiana	130		FCC1311_114242		
GBG35205.1	A0A2R5GXA3	unreviewed	A0A2R5GXA3_9STRA	ABC transporter G family member 44	FCC1311_114282	Hondaea fermentalgiana	549		FCC1311_114282		
GBG35207.1	A0A2R5GWJ7	unreviewed	A0A2R5GWJ7_9STRA	Phage protein	FCC1311_114302	Hondaea fermentalgiana	89		FCC1311_114302		
GBG35206.1	A0A2R5GWI8	unreviewed	A0A2R5GWI8_9STRA	SnoaL-like domain-containing protein	FCC1311_114292	Hondaea fermentalgiana	216		FCC1311_114292		
GBG35208.1	A0A2R5GZG6	unreviewed	A0A2R5GZG6_9STRA	WD repeat-containing protein pop2	FCC1311_114312	Hondaea fermentalgiana	559		FCC1311_114312		
GBG35210.1	A0A2R5GWK5	unreviewed	A0A2R5GWK5_9STRA	Pkinase_fungal domain-containing protein	FCC1311_114332	Hondaea fermentalgiana	406		FCC1311_114332		
GBG35209.1	A0A2R5GY10	unreviewed	A0A2R5GY10_9STRA	Kinesin light chain	FCC1311_114322	Hondaea fermentalgiana	65		FCC1311_114322		
GBG35211.1	A0A2R5H2Y6	unreviewed	A0A2R5H2Y6_9STRA	DUF4456 domain-containing protein	FCC1311_114342	Hondaea fermentalgiana	358		FCC1311_114342		
GBG35212.1	A0A2R5GWK2	unreviewed	A0A2R5GWK2_9STRA	Myosin heavy chain	FCC1311_114352	Hondaea fermentalgiana	133		FCC1311_114352		
GBG35213.1	A0A2R5H286	unreviewed	A0A2R5H286_9STRA	F-box/LRR-repeat protein 16	FCC1311_114362	Hondaea fermentalgiana	474		FCC1311_114362		
GBG35214.1	A0A2R5H433	unreviewed	A0A2R5H433_9STRA	Secreted protein	FCC1311_114372	Hondaea fermentalgiana	124		FCC1311_114372		
GBG35215.1	A0A2R5GXB5	unreviewed	A0A2R5GXB5_9STRA	WD repeat-containing protein 48	FCC1311_114382	Hondaea fermentalgiana	456		FCC1311_114382		
GBG35216.1	A0A2R5GWK0	unreviewed	A0A2R5GWK0_9STRA	Ankyrin repeat domain-containing protein 50	FCC1311_114392	Hondaea fermentalgiana	391		FCC1311_114392		
GBG35217.1	A0A2R5GWK8	unreviewed	A0A2R5GWK8_9STRA	Ankyrin repeat domain-containing protein 50	FCC1311_114402	Hondaea fermentalgiana	419		FCC1311_114402		
GBG35218.1	A0A2R5GZH6	unreviewed	A0A2R5GZH6_9STRA	Ankyrin repeat domain-containing protein 50	FCC1311_114412	Hondaea fermentalgiana	416		FCC1311_114412		
GBG35219.1	A0A2R5GY20	unreviewed	A0A2R5GY20_9STRA	TIR domain-containing protein	FCC1311_114422	Hondaea fermentalgiana	213		FCC1311_114422		
GBG35220.1	A0A2R5GWL1	unreviewed	A0A2R5GWL1_9STRA	Autotransporter domain-containing protein	FCC1311_114432	Hondaea fermentalgiana	422		FCC1311_114432		
GBG35221.1	A0A2R5H2Z6	unreviewed	A0A2R5H2Z6_9STRA	F-box/WD repeat-containing protein 7	FCC1311_114442	Hondaea fermentalgiana	141		FCC1311_114442		
GBG35222.1	A0A2R5GWL6	unreviewed	A0A2R5GWL6_9STRA	Protein kinase, putative	FCC1311_114452	Hondaea fermentalgiana	361		FCC1311_114452		
GBG35223.1	A0A2R5H297	unreviewed	A0A2R5H297_9STRA	Group II intron reverse transcriptase/maturase	FCC1311_114462	Hondaea fermentalgiana	133		FCC1311_114462		
GBG35224.1	A0A2R5H442	unreviewed	A0A2R5H442_9STRA	NLR family CARD domain-containing protein 3	FCC1311_114472	Hondaea fermentalgiana	162		FCC1311_114472		
GBG35225.1	A0A2R5GXC6	unreviewed	A0A2R5GXC6_9STRA	Guanine nucleotide-binding protein subunit beta-like protein	FCC1311_114482	Hondaea fermentalgiana	465		FCC1311_114482		
GBG35226.1	A0A2R5GWL0	unreviewed	A0A2R5GWL0_9STRA	Secreted protein	FCC1311_114492	Hondaea fermentalgiana	81		FCC1311_114492		
GBG35227.1	A0A2R5GWM0	unreviewed	A0A2R5GWM0_9STRA	TlyA family rRNA (Cytidine-2'-O)-methyltransferase	FCC1311_114502	Hondaea fermentalgiana	66		FCC1311_114502		
GBG35228.1	A0A2R5GZI6	unreviewed	A0A2R5GZI6_9STRA	subtilisin (EC 3.4.21.62)	FCC1311_114512	Hondaea fermentalgiana	462		FCC1311_114512		
GBG35229.1	A0A2R5GY31	unreviewed	A0A2R5GY31_9STRA	Endo/exonuclease/phosphatase domain-containing protein	FCC1311_114522	Hondaea fermentalgiana	314		FCC1311_114522		
GBG35230.1	A0A2R5GWM5	unreviewed	A0A2R5GWM5_9STRA	REF/SRPP-like protein	FCC1311_114532	Hondaea fermentalgiana	191		FCC1311_114532		
GBG35231.1	A0A2R5H307	unreviewed	A0A2R5H307_9STRA	Leucine-rich repeat serine/threonine-protein kinase 1	FCC1311_114542	Hondaea fermentalgiana	448		FCC1311_114542		
GBG35233.1	A0A2R5H2A6	unreviewed	A0A2R5H2A6_9STRA	RNI-like superfamily protein	FCC1311_114562	Hondaea fermentalgiana	88		FCC1311_114562		
GBG35232.1	A0A2R5GWM6	unreviewed	A0A2R5GWM6_9STRA	NACHT, LRR and PYD domains-containing protein 1	FCC1311_114552	Hondaea fermentalgiana	115		FCC1311_114552		
GBG35234.1	A0A2R5H452	unreviewed	A0A2R5H452_9STRA	NLR family, CARD domain containing 3	FCC1311_114572	Hondaea fermentalgiana	83		FCC1311_114572		
GBG35235.1	A0A2R5GXD6	unreviewed	A0A2R5GXD6_9STRA	WD repeat-containing protein 5	FCC1311_114582	Hondaea fermentalgiana	177		FCC1311_114582		
GBG35236.1	A0A2R5GWL9	unreviewed	A0A2R5GWL9_9STRA	Nucleotide-binding oligomerization domain-containing protein 2	FCC1311_114592	Hondaea fermentalgiana	144		FCC1311_114592		
GBG35237.1	A0A2R5GWM9	unreviewed	A0A2R5GWM9_9STRA	Tubulin alpha chain	FCC1311_114602	Hondaea fermentalgiana	414		FCC1311_114602		
GBG35238.1	A0A2R5GZJ8	unreviewed	A0A2R5GZJ8_9STRA	Apple domain-containing protein	FCC1311_114612	Hondaea fermentalgiana	308		FCC1311_114612		
GBG35239.1	A0A2R5GY38	unreviewed	A0A2R5GY38_9STRA	WSC domain-containing protein	FCC1311_114622	Hondaea fermentalgiana	117		FCC1311_114622		
GBG35240.1	A0A2R5GWN4	unreviewed	A0A2R5GWN4_9STRA	Lectin_legB domain-containing protein	FCC1311_114632	Hondaea fermentalgiana	420		FCC1311_114632		
GBG35241.1	A0A2R5H320	unreviewed	A0A2R5H320_9STRA	Leucine-rich repeat serine/threonine-protein kinase 1	FCC1311_114642	Hondaea fermentalgiana	296		FCC1311_114642		
GBG35242.1	A0A2R5GWN6	unreviewed	A0A2R5GWN6_9STRA	Glycine-rich cell wall structural protein-like	FCC1311_114652	Hondaea fermentalgiana	146		FCC1311_114652		
GBG35243.1	A0A2R5H2B5	unreviewed	A0A2R5H2B5_9STRA	Leucine-rich repeat serine/threonine-protein kinase 1	FCC1311_114662	Hondaea fermentalgiana	373		FCC1311_114662		
GBG35244.1	A0A2R5H459	unreviewed	A0A2R5H459_9STRA	Sialidase domain-containing protein	FCC1311_114672	Hondaea fermentalgiana	419		FCC1311_114672		
GBG35245.1	A0A2R5GXE8	unreviewed	A0A2R5GXE8_9STRA	Flap endonuclease 1	FCC1311_114682	Hondaea fermentalgiana	412		FCC1311_114682		
GBG35246.1	A0A2R5GWN0	unreviewed	A0A2R5GWN0_9STRA	Ras-associating domain-containing protein	FCC1311_114692	Hondaea fermentalgiana	128		FCC1311_114692		
GBG35247.1	A0A2R5GWP0	unreviewed	A0A2R5GWP0_9STRA	Rho family GTPase	FCC1311_114702	Hondaea fermentalgiana	405		FCC1311_114702		
GBG35248.1	A0A2R5GZL0	unreviewed	A0A2R5GZL0_9STRA	Ankyrin repeat and protein kinase domain-containing protein 1	FCC1311_114712	Hondaea fermentalgiana	168		FCC1311_114712		
GBG35249.1	A0A2R5GY48	unreviewed	A0A2R5GY48_9STRA	Protein TANC1	FCC1311_114722	Hondaea fermentalgiana	394		FCC1311_114722		
GBG35250.1	A0A2R5GWP4	unreviewed	A0A2R5GWP4_9STRA	Metabotropic glutamate receptor-like protein B	FCC1311_114732	Hondaea fermentalgiana	377		FCC1311_114732		
GBG35251.1	A0A2R5H329	unreviewed	A0A2R5H329_9STRA	NLR family CARD domain-containing protein 3	FCC1311_114742	Hondaea fermentalgiana	109		FCC1311_114742		
GBG35252.1	A0A2R5GWP6	unreviewed	A0A2R5GWP6_9STRA	Nucleotide-binding oligomerization domain-containing protein 2	FCC1311_114752	Hondaea fermentalgiana	137		FCC1311_114752		
GBG35253.1	A0A2R5H2C5	unreviewed	A0A2R5H2C5_9STRA	Leucine-rich repeat serine/threonine-protein kinase 1	FCC1311_114762	Hondaea fermentalgiana	383		FCC1311_114762		
GBG35254.1	A0A2R5H469	unreviewed	A0A2R5H469_9STRA	CPBP family intramembrane metalloprotease	FCC1311_114772	Hondaea fermentalgiana	48		FCC1311_114772		
GBG35255.1	A0A2R5GXF7	unreviewed	A0A2R5GXF7_9STRA	TIR domain-containing protein	FCC1311_114782	Hondaea fermentalgiana	342		FCC1311_114782		
GBG35256.1	A0A2R5GWP3	unreviewed	A0A2R5GWP3_9STRA	Guanine nucleotide-binding protein subunit beta-like protein	FCC1311_114792	Hondaea fermentalgiana	318		FCC1311_114792		
GBG35257.1	A0A2R5GWQ1	unreviewed	A0A2R5GWQ1_9STRA	Nucleotide-binding oligomerization domain-containing protein 2	FCC1311_114802	Hondaea fermentalgiana	109		FCC1311_114802		
GBG35258.1	A0A2R5GZM1	unreviewed	A0A2R5GZM1_9STRA	Uncharacterized protein	FCC1311_114812	Hondaea fermentalgiana	278		FCC1311_114812		
GBG35259.1	A0A2R5GY57	unreviewed	A0A2R5GY57_9STRA	Guanine nucleotide-binding protein subunit beta-like protein	FCC1311_114822	Hondaea fermentalgiana	249		FCC1311_114822		
GBG35260.1	A0A2R5GWQ2	unreviewed	A0A2R5GWQ2_9STRA	Nucleotide-binding oligomerization domain-containing protein 2	FCC1311_114832	Hondaea fermentalgiana	92		FCC1311_114832		
GBG35261.1	A0A2R5H337	unreviewed	A0A2R5H337_9STRA	Armadillo repeat-containing protein 6	FCC1311_114842	Hondaea fermentalgiana	373		FCC1311_114842		
GBG35262.1	A0A2R5GWQ4	unreviewed	A0A2R5GWQ4_9STRA	Nucleotide-binding oligomerization domain-containing protein 1	FCC1311_114852	Hondaea fermentalgiana	79		FCC1311_114852		
GBG35263.1	A0A2R5H2D9	unreviewed	A0A2R5H2D9_9STRA	VWFA domain-containing protein	FCC1311_114862	Hondaea fermentalgiana	67		FCC1311_114862		
GBG35264.1	A0A2R5H477	unreviewed	A0A2R5H477_9STRA	FAS1 domain-containing protein	FCC1311_114872	Hondaea fermentalgiana	320		FCC1311_114872		
GBG35265.1	A0A2R5GXG8	unreviewed	A0A2R5GXG8_9STRA	TldD/PmbA family protein	FCC1311_114882	Hondaea fermentalgiana	66		FCC1311_114882		
GBG35266.1	A0A2R5GWQ5	unreviewed	A0A2R5GWQ5_9STRA	TIR domain-containing protein	FCC1311_114892	Hondaea fermentalgiana	200		FCC1311_114892		
GBG35267.1	A0A2R5GWR0	unreviewed	A0A2R5GWR0_9STRA	Guanine nucleotide-binding protein subunit beta-2-like 1	FCC1311_114902	Hondaea fermentalgiana	238		FCC1311_114902		
GBG35268.1	A0A2R5GZN1	unreviewed	A0A2R5GZN1_9STRA	SAM domain-containing protein	FCC1311_114912	Hondaea fermentalgiana	253		FCC1311_114912		
GBG35269.1	A0A2R5GY69	unreviewed	A0A2R5GY69_9STRA	TolA protein, putative	FCC1311_114922	Hondaea fermentalgiana	358		FCC1311_114922		
GBG35270.1	A0A2R5GWR1	unreviewed	A0A2R5GWR1_9STRA	Apple domain-containing protein	FCC1311_114932	Hondaea fermentalgiana	357		FCC1311_114932		
GBG35271.1	A0A2R5H347	unreviewed	A0A2R5H347_9STRA	DUF2341 domain-containing protein	FCC1311_114942	Hondaea fermentalgiana	301		FCC1311_114942		
GBG35272.1	A0A2R5GWR4	unreviewed	A0A2R5GWR4_9STRA	TIR domain-containing protein	FCC1311_114952	Hondaea fermentalgiana	340		FCC1311_114952		
GBG35273.1	A0A2R5H2E8	unreviewed	A0A2R5H2E8_9STRA	DNA polymerase III subunit epsilon	FCC1311_114962	Hondaea fermentalgiana	220		FCC1311_114962		
GBG35274.1	A0A2R5H487	unreviewed	A0A2R5H487_9STRA	Ankyrin repeat and protein kinase domain-containing protein 1	FCC1311_114972	Hondaea fermentalgiana	321		FCC1311_114972		
GBG35275.1	A0A2R5GXH8	unreviewed	A0A2R5GXH8_9STRA	Importin N-terminal domain-containing protein	FCC1311_114982	Hondaea fermentalgiana	157		FCC1311_114982		
GBG35276.1	A0A2R5GWR6	unreviewed	A0A2R5GWR6_9STRA	Ig-like domain-containing protein	FCC1311_114992	Hondaea fermentalgiana	258		FCC1311_114992		
GBG35278.1	A0A2R5GZP7	unreviewed	A0A2R5GZP7_9STRA	Copper-containing nitrite reductase	FCC1311_115012	Hondaea fermentalgiana	77		FCC1311_115012		
GBG35277.1	A0A2R5GWS1	unreviewed	A0A2R5GWS1_9STRA	Toxin	FCC1311_048582 FCC1311_115002 FCC1311_115032	Hondaea fermentalgiana	40		FCC1311_048582 FCC1311_115002 FCC1311_115032		
GBG35279.1	A0A2R5GY81	unreviewed	A0A2R5GY81_9STRA	Ras-related protein Rab-27A	FCC1311_115022	Hondaea fermentalgiana	349		FCC1311_115022		
GBG35281.1	A0A2R5H357	unreviewed	A0A2R5H357_9STRA	MHC class I antigen	FCC1311_115042	Hondaea fermentalgiana	77		FCC1311_115042		
GBG35280.1	A0A2R5GWS1	unreviewed	A0A2R5GWS1_9STRA	Toxin	FCC1311_048582 FCC1311_115002 FCC1311_115032	Hondaea fermentalgiana	40		FCC1311_048582 FCC1311_115002 FCC1311_115032		
GBG35282.1	A0A2R5GWS4	unreviewed	A0A2R5GWS4_9STRA	WD repeat-containing protein pop1	FCC1311_115052	Hondaea fermentalgiana	333		FCC1311_115052		
GBG35283.1	A0A2R5H2F6	unreviewed	A0A2R5H2F6_9STRA	TIR domain-containing protein	FCC1311_115062	Hondaea fermentalgiana	303		FCC1311_115062		
GBG35284.1	A0A2R5H497	unreviewed	A0A2R5H497_9STRA	WD repeat-containing protein 5	FCC1311_115072	Hondaea fermentalgiana	118		FCC1311_115072		
GBG35285.1	A0A2R5GXI8	unreviewed	A0A2R5GXI8_9STRA	Guanine nucleotide-binding protein subunit beta-1	FCC1311_115082	Hondaea fermentalgiana	325		FCC1311_115082		
GBG35286.1	A0A2R5GWS7	unreviewed	A0A2R5GWS7_9STRA	RING-type E3 ubiquitin transferase	FCC1311_115092	Hondaea fermentalgiana	196		FCC1311_115092		
GBG35287.1	A0A2R5GWT3	unreviewed	A0A2R5GWT3_9STRA	Uncharacterized protein	FCC1311_115102	Hondaea fermentalgiana	161		FCC1311_115102		
GBG35288.1	A0A2R5GZQ6	unreviewed	A0A2R5GZQ6_9STRA	WD repeat-containing protein pop2	FCC1311_115112	Hondaea fermentalgiana	195		FCC1311_115112		
GBG35289.1	A0A2R5GY91	unreviewed	A0A2R5GY91_9STRA	Deacetylase sirtuin-type domain-containing protein	FCC1311_115122	Hondaea fermentalgiana	77		FCC1311_115122		
GBG35290.1	A0A2R5GWT1	unreviewed	A0A2R5GWT1_9STRA	Autotransporter outer membrane beta-barrel domain-containing protein	FCC1311_115132	Hondaea fermentalgiana	333		FCC1311_115132		
GBG35291.1	A0A2R5H369	unreviewed	A0A2R5H369_9STRA	DUF4378 domain-containing protein	FCC1311_115142	Hondaea fermentalgiana	222		FCC1311_115142		
GBG35292.1	A0A2R5GWT4	unreviewed	A0A2R5GWT4_9STRA	ABC transporter ATP-binding protein	FCC1311_115152	Hondaea fermentalgiana	331		FCC1311_115152		
GBG35293.1	A0A2R5H2G7	unreviewed	A0A2R5H2G7_9STRA	Uncharacterized protein	FCC1311_115162	Hondaea fermentalgiana	257		FCC1311_115162		
GBG35294.1	A0A2R5H4A7	unreviewed	A0A2R5H4A7_9STRA	2-phosphosulfolactate phosphatase	FCC1311_115172	Hondaea fermentalgiana	49		FCC1311_115172		
GBG35295.1	A0A2R5GXJ7	unreviewed	A0A2R5GXJ7_9STRA	DUF362 domain-containing protein	FCC1311_115182	Hondaea fermentalgiana	328		FCC1311_115182		
GBG35296.1	A0A2R5GWT7	unreviewed	A0A2R5GWT7_9STRA	Nucleotide-binding oligomerization domain-containing protein 2	FCC1311_115192	Hondaea fermentalgiana	87		FCC1311_115192		
GBG35297.1	A0A2R5GWU1	unreviewed	A0A2R5GWU1_9STRA	Piwi domain-containing protein	FCC1311_115202	Hondaea fermentalgiana	198		FCC1311_115202		
GBG35299.1	A0A2R5GY98	unreviewed	A0A2R5GY98_9STRA	Protein kinase, putative	FCC1311_115222	Hondaea fermentalgiana	79		FCC1311_115222		
GBG35298.1	A0A2R5GZR5	unreviewed	A0A2R5GZR5_9STRA	Eukaryotic translation initiation factor 2-alpha kinase gcn-2	FCC1311_115212	Hondaea fermentalgiana	129		FCC1311_115212		
GBG35300.1	A0A2R5GWU3	unreviewed	A0A2R5GWU3_9STRA	TIR domain-containing protein	FCC1311_115232	Hondaea fermentalgiana	220		FCC1311_115232		
GBG35301.1	A0A2R5H380	unreviewed	A0A2R5H380_9STRA	Transposase	FCC1311_115242	Hondaea fermentalgiana	145		FCC1311_115242		
GBG35302.1	A0A2R5GWU6	unreviewed	A0A2R5GWU6_9STRA	Guanine nucleotide-binding protein subunit beta-2-like 1	FCC1311_115252	Hondaea fermentalgiana	265		FCC1311_115252		
GBG35303.1	A0A2R5H2H4	unreviewed	A0A2R5H2H4_9STRA	ABC transporter G family member 31	FCC1311_115262	Hondaea fermentalgiana	319		FCC1311_115262		
GBG35304.1	A0A2R5H4B5	unreviewed	A0A2R5H4B5_9STRA	Protein kinase, putative	FCC1311_115272	Hondaea fermentalgiana	279		FCC1311_115272		
GBG35305.1	A0A2R5GXK8	unreviewed	A0A2R5GXK8_9STRA	Nitrous oxide reductase	FCC1311_115282	Hondaea fermentalgiana	77		FCC1311_115282		
GBG35306.1	A0A2R5GWU7	unreviewed	A0A2R5GWU7_9STRA	Guanine nucleotide-binding protein subunit beta-2-like 1	FCC1311_115292	Hondaea fermentalgiana	308		FCC1311_115292		
GBG35307.1	A0A2R5GWV1	unreviewed	A0A2R5GWV1_9STRA	Gamma-aminobutyric acid receptor subunit beta	FCC1311_115302	Hondaea fermentalgiana	311		FCC1311_115302		
GBG35308.1	A0A2R5GZS4	unreviewed	A0A2R5GZS4_9STRA	Fe-S oxidoreductase	FCC1311_115312	Hondaea fermentalgiana	149		FCC1311_115312		
GBG35309.1	A0A2R5GYA9	unreviewed	A0A2R5GYA9_9STRA	Nucleotide-binding oligomerization domain-containing protein 2	FCC1311_115322	Hondaea fermentalgiana	84		FCC1311_115322		
